oui,manufacturer,registry,short_name,device_type,address,sources
B0:AC:FA,"FUJITSU LIMITED",MA-L,,,"Mushashi-kosuge Tower Place 13F Kawasaki Kanagawa JP 211-0063",IEEE+Nmap
1C:95:9F,"Veethree Electronics And Marine LLC",MA-L,,,"2050 47th Terrace East Bradenton Florida US 34203",IEEE+Nmap
18:D9:49,"Qvis Labs, LLC",MA-L,,,"3204 Rustic River Cove Austin TX US 78746-2001",IEEE+Nmap
64:62:23,"Cellient Co., Ltd.",MA-L,,,"6F Glass Tower, 366-4 Yatap-dong Bundang-gu Seongnam-si Gyeonggi-do KR 463-827 ",IEEE+Nmap
AC:F0:B2,"Becker Electronics Taiwan Ltd.",MA-L,,,"No.32, Lane 30, Long Yuan Rd. Long-Tan Taoyuan TW 32544 ",IEEE+Nmap
10:A9:32,"Beijing Cyber Cloud Technology Co. ,Ltd.",MA-L,,,"2/F, Tower B, Jingmeng High-tech Building. No. 5 Shangdi East Road, Haidian District. Beijing  CN 100085 ",IEEE+Nmap
C4:7B:A3,"NAVIS Inc.",MA-L,,,"Dmitrovskoe shosse 157 Moscow  RU 127411",IEEE+Nmap
A8:17:58,"Elektronik System i Umeå AB",MA-L,,,"Box 7978 Umeå Västerbotten SE 907 19",IEEE+Nmap
44:34:8F,"MXT INDUSTRIAL LTDA",MA-L,,,"RODOVIA BR 381, KM 490, JARDIM DAS ALTEROSAS BETIM MINAS GERAIS BR 32670790 ",IEEE+Nmap
9C:01:11,"Shenzhen Newabel Electronic Co., Ltd.",MA-L,,,"5Flr, South Tower of Sichuan Bld., Shenzhen Guangdong CN 518028 ",IEEE+Nmap
0C:A1:38,"Blinq Wireless Inc.",MA-L,,,"400 MARCH RD UNIT 240 KANATA ON CA K2K3H4",IEEE+Nmap
34:81:37,"UNICARD SA",MA-L,,,"UL.WADOWICKA 12 KRAKOW woj. malopolskie PL 30-415",IEEE+Nmap
64:F2:42,"Gerdes Aktiengesellschaft",MA-L,,,"Bergerwiesenstraße 9 Meckenheim NRW DE 53340",IEEE+Nmap
60:F2:81,"TRANWO TECHNOLOGY CO., LTD.",MA-L,,,"No.236, Sec.3, Huanbei Rd. Jubei City Hsinchu County TW 30265 ",IEEE+Nmap
64:24:00,"Xorcom Ltd.",MA-L,,,"Teradyon Industrial Park D.N Misgav  IL 20179",IEEE+Nmap
4C:AA:16,"AzureWave Technologies (Shanghai) Inc.",MA-L,,,"No.8 Lane 66, Chenbao Road, Malu Town Jiading District Shanghai  CN 201801 ",IEEE+Nmap
1C:6B:CA,"Mitsunami Co., Ltd.",MA-L,,,"2-30-11, Nishi-gotanda, Shinagawa-ku Tokyo  JP 141-0031 ",IEEE+Nmap
08:37:9C,"Topaz Co. LTD.",MA-L,,,"B305-22, Acrotower, 1591 Gwanyang-dong Anyang-si Gyeonggi-Do KR 431-060 ",IEEE+Nmap
E8:3E:FB,"GEODESIC LTD.",MA-L,,,"18,10TH CROSS, MAYURA STREET BANGALORE KARNATAKA IN 560094 ",IEEE+Nmap
40:16:FA,"EKM Metering",MA-L,,,"363 Berkeley Way Santa Cruz CA US 95062",IEEE+Nmap
3C:36:3D,"Nokia Corporation",MA-L,,,"Elektroniikkatie 10 Oulu  FI 90570",IEEE+Nmap
BC:02:00,"Stewart Audio",MA-L,,,"100 West El Camino Real Mountain View CA US 94041",IEEE+Nmap
1C:97:3D,"PRICOM Design",MA-L,,,"2755 Slocum Rd Peyton CO US 80831",IEEE+Nmap
F0:07:86,"Shandong Bittel Electronics Co., Ltd",MA-L,,,"No.1 Rizhao North Road Rizhao Shandong CN 276800",IEEE+Nmap
88:5C:47,"Alcatel Lucent",MA-L,,,"Via Energy Park, 14 Vimercate MB IT 20871 ",IEEE+Nmap
E0:F9:BE,"Cloudena Corp.",MA-L,,,"6F., No. 5, Alley 22, Lane 513 Taipei City  TW 114 ",IEEE+Nmap
3C:C1:F6,"Melange Systems Pvt. Ltd.",MA-L,,,"4/1, 7th Cross, Kumarapark West Bangalore Karnataka IN 560020 ",IEEE+Nmap
54:E6:3F,"ShenZhen LingKeWeiEr Technology Co., Ltd.",MA-L,,,"Room 625, YiJing Building, MeiLin Rd., FuTian District ShenZhen GuandDong CN 518000 ",IEEE+Nmap
F8:8C:1C,"KAISHUN ELECTRONIC TECHNOLOGY CO., LTD. BEIJING",MA-L,,,"NO.1 FARM, HENGQIAO VILLAGE WEST, MACHIKOU TOWN,  BEIJING  CN 102200 ",IEEE+Nmap
94:01:49,"AutoHotBox",MA-L,,,"14090 SW Frwy, Ste. 300 Sugar Land TX US 77478 ",IEEE+Nmap
C0:35:BD,"Velocytech Aps",MA-L,,,"Automatikvej 1, 3rd floor SOEBORG  DK 2860 ",IEEE+Nmap
F8:97:CF,"DAESHIN-INFORMATION TECHNOLOGY CO., LTD.",MA-L,,,"6F, Chungwon Bldg., 828-5 Yuksam-Dong,Kangnam-Gu, Seoul  KR 135935 ",IEEE+Nmap
38:3F:10,"DBL Technology Ltd.",MA-L,,,"Unit 42, 18/F., Block D, Wah Lok Industrial Center   HK  ",IEEE+Nmap
8C:68:78,"Nortek-AS",MA-L,,,"Vangkroken 2  Akreshus NO 1351 RUD",IEEE+Nmap
80:16:B7,"Brunel University",MA-L,,,"School of IS, Computing & Maths Uxbridge Middlesex GB UB8 3PH ",IEEE+Nmap
9C:61:1D,"Omni-ID USA, Inc.",MA-L,,,"1200 Ridgeway Ave Rochester NY US 14615",IEEE+Nmap
78:BE:BD,"STULZ GmbH",MA-L,,,"Holsteiner Chausse 283  Hamburg DE 22457",IEEE+Nmap
3C:91:74,"ALONG COMMUNICATION TECHNOLOGY",MA-L,,,"1301, Zhenye International Business Center, Shenzhen Guandong CN 518000 ",IEEE+Nmap
E8:D0:FA,"MKS Instruments Deutschland GmbH",MA-L,,,"Schatzbogen 43 Munich  DE 81829",IEEE+Nmap
98:26:2A,"Applied Research Associates, Inc",MA-L,,,"4300 San Mateo Boulevard NE Albuquerque NM US 87110",IEEE+Nmap
B0:D2:F5,"Vello Systems, Inc.",MA-L,,,"1530 O'Brien Drive Menlo Park California US 94025",IEEE+Nmap
C8:9F:42,"VDII Innovation AB",MA-L,,,"Nedre Holländaregatan 5 Helsingborg  SE 25225",IEEE+Nmap
A4:18:75,"Cisco Systems, Inc",MA-L,,,"80 West Tasman Drive San Jose CA US 94568",IEEE+Nmap
64:0E:94,"Pluribus Networks, Inc.",MA-L,,,"1808 Embarcadero Rd Suite B Palo Alto CA US 94303",IEEE+Nmap
6C:E9:83,"Gastron Co., LTD.",MA-L,,,"#75-10, Palgok2-dong, Sangnok-gu,  Ansan-city Kyunggi-do KR 426-190 ",IEEE+Nmap
0C:B4:EF,"Digience Co.,Ltd.",MA-L,,,"204 Building for Growth, Gumi Electronics&Information Technology Research Institute, 17 Cheomdangieop-1ro,  Gumi Gyeongbuk KR  ",IEEE+Nmap
D0:DB:32,"Nokia Corporation",MA-L,,,"Elektroniikkatie 10 Oulu  FI 90570",IEEE+Nmap
60:90:84,"DSSD Inc",MA-L,,,"4025 Bohannon Dr Menlo Park CA US 94025",IEEE+Nmap
A4:E7:31,"Nokia Corporation",MA-L,,,"Elektroniikkatie 10 Oulu  FI 90570",IEEE+Nmap
08:08:EA,"AMSC",MA-L,,,"15775 W Schaefer Court New Berlin WI US 53151",IEEE+Nmap
C0:5E:79,"SHENZHEN HUAXUN ARK TECHNOLOGIES CO.,LTD",MA-L,,,"3F,C4 Building,Yintian Industrial Zone,Xixiang,Baoan District shenzhen guangdong CN 518102 ",IEEE+Nmap
A4:93:4C,"Cisco Systems, Inc",MA-L,,,"80 West Tasman Drive San Jose CA US 94568",IEEE+Nmap
E8:54:84,"NEO Information Systems Co., Ltd.",MA-L,,,"609, Junganginduspia, #517-13, Sangdaeweon-Dong, Jungweon-Gu Seongnam Gyunggi-Do KR 462-713 ",IEEE+Nmap
74:AE:76,"iNovo Broadband, Inc.",MA-L,,,"3475 Corporate Way Duluth Georgia US 30096",IEEE+Nmap
60:B9:33,"Deutron Electronics Corp.",MA-L,,,"8F, 68, Sec. 3, Nanking E. Rd. Taipei Taiwan TW 104 ",IEEE+Nmap
38:EE:9D,"Anedo Ltd.",MA-L,,,"Huelsmeyerstraße 35 Eydelstedt  DE 49406",IEEE+Nmap
80:CE:B1,"Theissen Training Systems GmbH",MA-L,,,"Schuchardstrasse 3 Duesseldorf NRW DE 40595",IEEE+Nmap
3C:38:88,"ConnectQuest, llc",MA-L,,,"P.O. Box 425 West Simsbury Connecticut US 06092",IEEE+Nmap
08:BE:09,"Astrol Electronic AG",MA-L,,,"Vorderi Böde 3 Oberrohrdorf AG CH 5452",IEEE+Nmap
D8:B8:F6,"Nantworks",MA-L,,,"12230 El Camino Real, Suite 400 San Diego CA US 92130 ",IEEE+Nmap
60:44:F5,"Easy Digital Ltd.",MA-L,,,"Victoria Buildings, 1 Haddington Road Dublin  IE 4 ",IEEE+Nmap
AC:51:EE,"Cambridge Communication Systems Ltd",MA-L,,,"Sheraton House Cambridge Cambridgeshire GB CB3 0AX",IEEE+Nmap
10:E4:AF,"APR, LLC",MA-L,,,"4800 US HWY 280 West Opelika AL US 36801",IEEE+Nmap
B0:BD:6D,"Echostreams Innovative Solutions",MA-L,,,"1130 Coiner Ct. City of Industry CA US 91748",IEEE+Nmap
F0:D1:4F,"LINEAR LLC",MA-L,,,"1950 CAMINO VIDA ROBLE #150 CARLSBAD CA US 92008-6517",IEEE+Nmap
AC:3D:75,"HANGZHOU ZHIWAY TECHNOLOGIES CO.,LTD.",MA-L,,,"FLOOR12B,BUILDING E,PARADISE SOFTWARE PARK,NO.3 XIDOUMEN ROAD, HANGZHOU ZHEJIANG CN 310012 ",IEEE+Nmap
14:1A:51,"Treetech Sistemas Digitais",MA-L,,,"Praca Claudino Alves, 141 Atibaia São Paulo BR 12940-800 ",IEEE+Nmap
84:57:87,"DVR C&C Co., Ltd.",MA-L,,,"7F 720 Namkwang Centlex Bldg, Cheongcheon-dong, Bupyeong-gu Incheon  KR 403-030 ",IEEE+Nmap
F4:36:E1,"Abilis Systems SARL",MA-L,,,"3, chemin Pré Fleuri Plan-Les-Ouates Geneva CH 1228 ",IEEE+Nmap
58:7F:C8,"S2M",MA-L,,,"2 rue des champs Saint Marcel  FR 27950",IEEE+Nmap
C4:98:05,"Minieum Networks, Inc",MA-L,,,"6404 International Parkway Plano Texas US 75093",IEEE+Nmap
90:F4:C1,"Rand McNally",MA-L,,,"9855 Woods Drive Skokie IL US 60077",IEEE+Nmap
18:19:3F,"Tamtron Oy",MA-L,,,"P.O.Box 15 (Vestonkatu 11) Tampere  FI 33561",IEEE+Nmap
F8:F7:FF,"SYN-TECH SYSTEMS INC",MA-L,,,"100 FOUR POINTS WAY TALLAHASSEE FL US 32305",IEEE+Nmap
F4:73:CA,"Conversion Sound Inc.",MA-L,,,"960 N. Northwest Hwy Park Ridge IL US 60068",IEEE+Nmap
00:E8:AB,"Meggitt Training Systems, Inc.",MA-L,,,"296 Brogdon Rd Suwanee GA US 30024",IEEE+Nmap
18:42:1D,"Private",MA-L,,,"",IEEE+Nmap
C4:01:B1,"SeekTech INC",MA-L,,,"3855 Ruffin Road San Diego California US 92123",IEEE+Nmap
1C:5F:FF,"Beijing Ereneben Information Technology Co.,Ltd Shenzhen Branch",MA-L,,,"Room 14A, Building A, Honglong Central Plaza, No.3001,Heping Road, Luohu District, Shenzhen City Shenzhen Guangdong CN 518001 ",IEEE+Nmap
C0:C9:46,"MITSUYA LABORATORIES INC.",MA-L,,,"6-31-18 KAWASAKI-CITY KANAGAWA JP 215-0021",IEEE+Nmap
AC:C2:EC,"CLT INT'L IND. CORP.",MA-L,,,"11F-2, NO.1, ZHANQIAN MIAOLI  TW 36043 ",IEEE+Nmap
70:2F:4B,"PolyVision Inc.",MA-L,,,"3970 Johns Creek Ct. Suwanee Georgia US 30024",IEEE+Nmap
74:14:89,"SRT Wireless",MA-L,,,"4101 SW 47th Avenue #102 Davie Florida US 33314",IEEE+Nmap
94:CA:0F,"Honeywell Analytics",MA-L,,,"2840 2nd Ave SE Calgary Alberta CA T2A7X9",IEEE+Nmap
84:8D:84,"Rajant Corporation",MA-L,,,"400 East King Street Malvern PA US 19355",IEEE+Nmap
D8:33:7F,"Office FA.com Co.,Ltd.",MA-L,,,"293-21 Oyama-shi Tochigi JP 329-0216",IEEE+Nmap
7C:EF:8A,"Inhon International Ltd.",MA-L,,,"2F, No.552, Ruiguang Rd, Neihu Dist Taipei Taiwan TW 114 ",IEEE+Nmap
84:AF:1F,"Beat System Service Co,. Ltd.",MA-L,,,"1-11-1-2F, Nodaya-cho Okayama-city Okayama JP 700-0815 ",IEEE+Nmap
10:0D:2F,"Online Security Pty. Ltd.",MA-L,,,"5/21-25 Redland Drive Mitcham VIC AU 3132",IEEE+Nmap
40:8B:07,"Actiontec Electronics, Inc",MA-L,,,"760 North Mary Ave Sunnyvale CA US 94085",IEEE+Nmap
98:02:84,"Theobroma Systems GmbH",MA-L,,,"Gutheil-Schoder Gasse 17 Wien  US 1230",IEEE+Nmap
E0:3C:5B,"SHENZHEN JIAXINJIE ELECTRON CO.,LTD",MA-L,,,"Shenzhen Jiaxinjie Security Industrial park,No 6 Xin He Xin xing Industrial Park, Fuyong Town,Bao'an District  SHENZHEN GUANGDONG CN 518103 ",IEEE+Nmap
64:55:63,"Intelight Inc.",MA-L,,,"3450 S Broadmont Drive  #126 Tucson Arizona US 85713",IEEE+Nmap
C4:67:B5,"Libratone A/S",MA-L,,,"Marielundvej 43 A 2730 HERLEV  DK",IEEE+Nmap
A4:EF:52,"Telewave Co., Ltd.",MA-L,,,"A-203, SK Twintech Tower Seoul  KR 153-773 ",IEEE+Nmap
F4:04:4C,"ValenceTech Limited",MA-L,,,"Unit 1, 20/F., APEC Plaza HONG KONG  CN NIL ",IEEE+Nmap
1C:BB:A8,"OJSC Ufimskiy Zavod Promsvyaz",MA-L,,,"39, 50 let SSSR Ufa Bashkortostan RU 450071 ",IEEE+Nmap
50:60:28,"Xirrus Inc.",MA-L,,,"2101 CORPORATE CENTER DR Thousand Oaks CALIFORNIA US 91320",IEEE+Nmap
24:B6:57,"Cisco Systems, Inc",MA-L,,,"80 West Tasman Drive San Jose CA US 94568",IEEE+Nmap
94:0B:2D,"NetView Technologies(Shenzhen) Co., Ltd",MA-L,,,"RM2902,East Tower, Nanshan Software Park Shenzhen Guangdong CN 518052 ",IEEE+Nmap
30:6E:5C,"Validus Technologies",MA-L,,,"420 North Main Street East Peoria Illinois US 61611",IEEE+Nmap
E8:43:B6,"QNAP Systems, Inc.",MA-L,,,"2F., No.22, Zhongxing Rd., Xizhi Dist. New Taipei City  TW 221 ",IEEE+Nmap
5C:C9:D3,"PALLADIUM ENERGY ELETRONICA DA AMAZONIA LTDA",MA-L,,,"AVENIDA BURITI, 4285 MANAUS AMAZONAS BR 69075-000 ",IEEE+Nmap
40:7B:1B,"Mettle Networks Inc.",MA-L,,,"111 N. Market St STE 300 San Jose  CA US 95113",IEEE+Nmap
64:E1:61,"DEP Corp.",MA-L,,,"Nishi-shinjuku 6-12-7 Shinjuku Tokyo JP 160-0023",IEEE+Nmap
C8:A6:20,"Nebula, Inc",MA-L,,,"215 Castro St Mountain View CA US 94041",IEEE+Nmap
98:90:80,"Linkpower Network System Inc Ltd.",MA-L,,,"Room 202, Build 18, Shahe Industrial Zone Shenzhen Guangdong CN 518053 ",IEEE+Nmap
00:64:A6,"Maquet CardioVascular",MA-L,,,"1300 MacArthur Blvd Mahwah NJ US 07430",IEEE+Nmap
3C:4E:47,"Etronic A/S",MA-L,,,"Rødeledsvej 95 Svendborg South Denmark DK 5700",IEEE+Nmap
C8:F9:F9,"Cisco Systems, Inc",MA-L,,,"80 West Tasman Drive San Jose CA US 94568",IEEE+Nmap
F0:F7:55,"Cisco Systems, Inc",MA-L,,,"80 West Tasman Drive San Jose CA US 94568",IEEE+Nmap
B0:1C:91,"Elim Co",MA-L,,,"4F Gagu Plaza B/D 81-9, jeongja-dong, Jangan-gu,  Suwon city Gyeonggi-Do KR 440-300  ",IEEE+Nmap
0C:A2:F4,"Chameleon Technology (UK) Limited",MA-L,,,"Winters Barn, Haggs Farm Business Park Harrogate North Yorkshire GB HG3 1EQ ",IEEE+Nmap
84:6A:ED,"Wireless Tsukamoto.,co.LTD",MA-L,,,"16-21 1chome,Isoyama Suzuka Mie-pref JP 5100256 ",IEEE+Nmap
D8:E9:52,"KEOPSYS",MA-L,,,"21 RUE LOUIS DE BROGLIE LANNION BRITANY FR 22300",IEEE+Nmap
3C:B9:A6,"Belden Deutschland GmbH",MA-L,,,"Stuttgarter Straße 45-51 Neckartenzlingen  DE 72654",IEEE+Nmap
34:40:B5,"IBM",MA-L,,,"3039 E Cornwallis Rd Research Triangle Park NC US 27709",IEEE+Nmap
90:D7:4F,"Bookeen",MA-L,,,"27, rue de la Vistule Paris  FR 75013 ",IEEE+Nmap
90:56:82,"Lenbrook Industries Limited",MA-L,,,"633 Granite Court Pickering Ontario CA L1W 3K1",IEEE+Nmap
CC:6D:EF,"TJK Tietolaite Oy",MA-L,,,"PL 443 Vaasa  FI 65101",IEEE+Nmap
3C:E6:24,"LG Display",MA-L,,,"9th, Fl., LG U+ building, 65-228, Hangangro, 3-ga, Yongsan-gu Seoul  KR 140-716 ",IEEE+Nmap
D8:F0:F2,"Zeebo Inc",MA-L,,,"5405 Morehouse Drive San Diego California US 92121",IEEE+Nmap
B0:CF:4D,"MI-Zone Technology Ireland",MA-L,,,"2nd floor,block 10 unit 3 dublin Blanchardstown IE 15 ",IEEE+Nmap
14:36:05,"Nokia Corporation",MA-L,,,"Elektroniikkatie 10 Oulu  FI 90570",IEEE+Nmap
B8:74:24,"Viessmann Elektronik GmbH",MA-L,,,"Beetwiese 2 Allendorf (Eder)  DE 35108",IEEE+Nmap
C8:1A:FE,"DLOGIC GmbH",MA-L,,,"Rathausstrasse 14 Baar ZG CH 6341",IEEE+Nmap
9C:53:CD,"ENGICAM s.r.l.",MA-L,,,"Via Dei Pratoni n.16 Scandicci FIRENZE IT 50018",IEEE+Nmap
